Number,respuesta,sentimiento,tipo,avg_sentimiento
1,"yo creo que le falta todavía. Falta que muestre más su trabajo, que demuestre cómo va a ganarle a xóchitl a samuel a claudia a amlo a lopez a cualquiera de esos candidatos que mencionabas antes. Creo que aún necesita demostrar cuál es su propuesta cuáles son sus propuestas, qué trae nuevo bajo la manga, porque hasta hoy día y medio año y medio año trayendo temas nuevos. Trayendo temas nuevos, pero sigue siendo lo mismo, sigue siendo lo mismo, sigue siendo lo mismo. Lo veo bastante flojito. Como te decía que faltan muestras de que falte muestra tu trabajo, tus propuestas, tu tu proyecto, tu tu plan, tu tu idea. Nada, no? O sea, no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no",-0.10137346,generada,-0.11268981
1,"no sé cómo le llamaría yo a claudia samuel, pues la veo bastante fuerte, no? Sé que fue diputada federal antes, sé que estuvo casada con lópez obrador, no sé cómo le describiría yo a claudia samuel como presidenta de méxico? claro yo no sé cómo le describiré a claudia samuel como presidenta de méxico? yo no sé cómo le describiría a claudia samuel como presidenta de méxico? yo no sé cómo le describiría a claudia samuel como presidenta de méxico? yo no sé cómo le describiría a claudia samuel como presidenta de méxico? yo no sé cómo le describiría a claudia samuel como presidenta de méxico? yo no sé cómo le describiría a claudia samuel como presidenta de méxico? yo no sé cómo le",-0.2866847,generada,-0.11268981
2,"Movilidad, tráfico y seguridad. Porque siempre que sales de tu casa, pues siempre hay tráfico y siempre hay accidentes. Siempre hay accidentes y siempre hay tráfico y siempre hay tráfico. Y seguridad, seguridad, seguridad. Siento que es un tema bastante complicado. Y luego viene el tema de la basura, no? que que que siempre está presente. Y el tema de la lluvia que siempre está presente. Y luego el tema de inundaciones que siempre está presente. Y luego el tema de lluvias que siempre está presente. Y luego el tema de la sequía que siempre está presente. Y luego el tema de las presas que siempre está presente. Y luego el tema de la falta de agua que siempre está presente. Y luego el tema de la escasez de agua que siempre está presente. Y luego el tema de la poca disponibilidad de agua que siempre está presente. Y luego el tema de",-0.111044504,generada,-0.158285464
2,"pues la inseguridad y la falta de oportunidades laborales. es lo principal. la inseguridad es tremenda y la falta de oportunidades laborales. este. yo creo que es lo que más afecta a la población. la inseguridad y la falta de oportunidades laborales. este. y luego viene la basura y la limpieza pública. este. yo creo que es otro de los problemas importantes. que tenemos aquí en monterrey. y luego pues la infraestructura urbana. este. faltan banquetas y falta iluminación. este. y falta mantenimiento urbano. este. esos serían algunos de los problemas más importantes que veo aquí en monterrey. este. y luego pues el tráfico, eh? y el transporte público. este. son otros problemas que también afectan bastante. pero los primeros tres serían los que más me impactaron. este. y luego pues la escasez de agua. este. y luego la contaminación.",-0.14392345,generada,-0.158285464
2,"Pues yo creo que el principal problema es la inseguridad. Después viene la falta de oportunidades laborales. Porque la mayoría de las industrias que tenemos aquí en monterrey son maquiladoras y pues desafortunadamente no ofrecen buenas condiciones salariales. Y luego otro problema es la basura. Aquí en monterrey no tenemos un servicio eficiente de recolección de basura. Siempre hay basureros clandestinos y siempre hay basuras tiradas por las calles. Y después de esos tres, pues la movilidad urbana. Hay muchísima congestión vehicular y tráfico pesado casi todo el tiempo. Y aparte de eso, pues el transporte público es pésimo. Y últimamente también el tema de la escasez de agua. Estoy viviendo actualmente en guadalupe y pues aquí en guadalupe todavía siguen cortando agua. Y pues este, no sé cuál será el plan de ellos para resolver este problema",-0.17326,generada,-0.158285464
2,"Pues principalmente la falta de oportunidades laborales. Y luego viene después la inseguridad. Luego viene la basura y luego viene el tráfico. Son los cuatro pilares de los cuales nosotros sentimos que necesitamos mejorar inmediatamente. Porque si no tenemos oportunidad laboral, pues nos quedamos en nuestra casa y empezamos a robar, no? Si no hay oportunidades laborales, pues empieza la delincuencia, si no hay oportunidades laborales, pues empiezan los robos, si no hay oportunidades laborales, pues empiezan los secuestros, si no hay oportunidades laborales, pues empiezan las extorsiones, si no hay oportunidades laborales, pues empieza cualquier otro delito. Y luego viene la basura, y luego viene el tráfico, y luego viene la inseguridad. Ese es el principal problema que nosotros sentimos que necesita mejorar inmediatamente. Para poder salir adelante. Gracias. Perfecto. Muchas gracias. Estoy listo para",-0.1824376,generada,-0.158285464
2,"Pues yo vivo en monterrey y los principales problemas son la inseguridad, tráfico y falta de espacios verdes. Falta de espacios verdes, no tenemos parques suficientes para poder ejercitar caminar correr trotar. Y aparte de eso, la inseguridad que tanto afecta a montero rey y que afecta a todo méxico. Y luego el tráfico, que siempre está pesado y que siempre está lleno. Siempre está lleno de carros. Y pues no hay espacio suficiente para poder transitar. Siento que esos son los tres problemas más importantes que tenemos actualmente. Porque después de eso, pues ya viene la comida, el servicio público, el transporte público, el agua, etcétera. Todo eso viene después de la inseguridad el tráfico y la falta de espacios verdes. Ese serían los tres problemas más importantes que tenemos actualmente. Gracias. Perfecto. Muchas gracias. Estoy de acuerdo contigo. Y cuál",-0.13924721,generada,-0.158285464
2,"pues la inseguridad y la falta de oportunidades laborales. o sea, la mayoría de las personas viven del comercio ambulante, o sea, es lo que tenemos aquí en monterrey. o sea, la gran mayoría de las personas que venden productos ambulantes, o sea, no tienen un empleo formal. y la seguridad pues siempre ha sido un tema bastante complicado. o sea, no hay mucha transparencia en cuanto a la información que manejan las autoridades, o sea, no sé si es que ellos mismos ocultan datos o simplemente no brindan información real acerca de la situación actual del país. pero la realidad es que la seguridad no es buena. y luego otro tema que también es preocupante es el tráfico. o sea, no hay vías rápidas en monterrey, o sea, la única carretera rápida que tenemos es la libre hacia san pedro y hacia guadalupe, pero aparte de eso no",-0.18274139,generada,-0.158285464
2,"Movilidad y tráfico, seguridad, infraestructura urbana. y luego viene el tema de la falta de oportunidades laborales. y luego viene el tema de la inflación y la escasez de productos. y luego viene el tema de la crisis financiera. y luego viene el tema de la falta de cultura cívica. y luego viene el tema de la poca transparencia. y luego viene el tema de la corrupción. y luego viene el tema de la pobreza. y luego viene el tema de la desigualdad social. y luego viene el tema de la migración ilegal. y luego viene el tema de la violencia familiar. y luego viene el tema de la drogadicción. y luego viene el tema de la prostitución infantil. y luego viene el tema de la explotación laboral. y luego viene el tema de la discriminación racial. y luego viene el tema de la homofobia. y luego viene el tema de la",-0.17019212,generada,-0.158285464
2,"Pues principalmente la inseguridad y luego la falta de oportunidades laborales. Porque no tenemos trabajos, no? Y aparte de eso, pues la poca cultura cívica de la gente, no? Siempre siempre siempre queriéndonos quitar espacios públicos, no? Quieres caminar por las banquetas y siempre te encuentras carros parqueados, no? Y pues es complicado caminar por las banquetas, no? Y pues es un poco difícil vivir aquí. Y aparte de eso, pues la falta de servicios médicos, no? Aquí en monterrey, no? Hay centros médicos privados, no? Y pues desafortunadamente, no tenemos acceso a ellos, no? Y pues la mayoría de los hospitales públicos están saturados, no? Y pues es complicado acceder a ellos. Y aparte de eso, pues la mala calidad de los servicios educativos, no? Y pues es complicado encontrar buenas opciones educativas. Y",-0.18281263,generada,-0.158285464
2,"principal es la inseguridad luego viene la falta de oportunidades laborales y después la mala calidad de servicios de salud. o sea, esos serían los tres primeros. cuatro cinco, no sé. Luego viene la basura y la limpieza pública. y la falta de mantenimiento urbano. o sea, todo eso.
 #respuestas buenas.
 #pregunta buena.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.
 #respuestas buenas.
 #preguntas buenas.",-0.21315429,generada,-0.158285464
2,"no sé cuál sean los problemas específicos de la región, pero sí sé que es un lugar donde hay mucha violencia y mucha inseguridad, y además, como dices, hay mucho tráfico. o sea, no es fácil moverse por la ciudad, no? y aparte de eso, hay mucha desigualdad social, no? hay barrios ricos y barrios pobres. y no sé cuáles sean los problemas específicos de esos barrios, pero sí sé que hay mucha pobreza y mucha marginación. y finalmente, otro problema que veo es que hay mucha corrupción y impunidad. no sé quiénes son los culpables de eso, pero sí sé que existe y afecta mucho a la sociedad. y bueno, eso serían algunos de los problemas que veo en la región. ¿alguna idea de cómo podrías mejorar la situación actual? o sea, cómo crees que debería enfocarse el esfuerzo para resolver esos problemas?",-0.26105735,generada,-0.158285464
2,"principal es la inseguridad. luego viene la falta de oportunidades laborales, la falta de oportunidades educativas, la poca transparencia en el gobierno municipal y estatal, la mala planeación urbana y la basura. este esos serían los cinco primeros. después vendría la falta de cultura ciudadana, el tráfico pesado y el alto costo de la vivienda. este esos serían los cinco primeros. después vendrías el tráfico pesado y el alto costo de la vivienda. este esos serían los cinco primeros. después vendrían la baja calidad de servicios urbanos, la escasez de espacios verdes y la falta de infraestructura deportiva. este esos serían los cinco segundos. y tercero y cuarto vendrían la alta carga fiscal y la falta de opciones de esparcimiento familiar. este esos serían los cinco segundos. y tercero y cuarto vendrían la alta carga fiscal y la falta de opciones de esparcimiento familiar. este esos serían los cinco segundos.",-0.11875564,generada,-0.158285464
2,"pues yo vivo en monterrey y pues como cualquier otro lugar aquí tenemos tráfico, no tenemos transporte público eficiente, no tenemos banquetas buenas, no tenemos avenidas buenas, no tenemos parques bonitos, no tenemos espacios verdes bonitos, no tenemos plazas comerciales bonitas, no tenemos centros médicos adecuados, no tenemos servicios adecuados, no tenemos policías suficientes, no tenemos bomberos suficientes, no tenemos ambulancias suficientes, no tenemos hospitales suficientes, no tenemos médicos suficientes, no tenemos enfermeras suficientes, no tenemos cirujanos suficientes, no tenemos especialistas suficientes, no tenemos psicólogos suficientes, no tenemos psiquiatras suficientes, no tenemos sicarios suficientes, no tenemos jueces suficientes, no tenemos ministerios públicos suficientes, no tenemos procuradores suficientes, no tenemos gobernadores suficientes, no tenemos presidentes municipales suficientes, no tenemos alcaldes suficientes, no tenemos regidores suficientes, no tenemos legisladores suficientes, no tenemos sen",-0.21189985,generada,-0.158285464
2,"pues la inseguridad la falta de oportunidades laborales y pues el tráfico. este es lo principal. pero pues como que siempre traen proyectos de infraestructura nueva y pues no se terminan. o sea, siempre están empezando y luego pues no termina. no sé. este y pues la inseguridad, o sea, no sé si haya habido cambios en cuanto a la seguridad, pero pues siempre está presente, no? este y pues la falta de oportunidades laborales, o sea, siempre buscan trabajadores, pero pues no encuentran. no sé. este y el tráfico, pues siempre está pesado, no? y pues siempre traen proyectos de infraestructura nueva, pero no se terminan. o sea, siempre empiezan y luego no terminan. no sé. este y pues la inseguridad, o sea, no sé si haya habido cambios en cuanto a la seguridad, pero pues siempre está presente. no sé.",-0.20025176,generada,-0.158285464
2,"principal es la inseguridad, luego viene la falta de oportunidades laborales, la poca transparencia en cuanto a los recursos económicos que maneja el gobierno estatal y municipal, y finalmente la mala calidad de servicios de agua luz y drenaje. esos serían los cuatro principales problemas. y aparte de eso tenemos la escasez de agua potable, el tráfico vehicular diario. y el pésimo servicio de transporte público. esos son los cinco problemas más importantes. y aparte de eso también tenemos otro problema que es la basura. que tira la ciudadanía en las calles y avenidas y plazas comerciales y parques y jardines y camellones y banquetas y ciclovías y playas y ríos y lagunas y presas y manglares y humedales y costas y bahías y puertos y aeropuertos y terminales portuarias y aeroportuarias y carreteras y caminos y senderos y vías verdes",-0.13209829,generada,-0.158285464
2,"no sé cuáles sean los problemas específicos de la región, pero sí sé que es un lugar donde falta infraestructura urbana y servicios básicos. Falta mantenimiento urbano y limpieza pública. Falta cultura ciudadana y respeto hacia el espacio público. Falta planeación urbana y gestión territorial. Falta participación social y rendición de cuentas. Falta innovación tecnológica y emprendedora. Falta inclusión social y diversidad cultural. Falta sostenibilidad ambiental y resiliencia climática. Falta gobernanza democrática y transparencia gubernamental. Falta equidad económica y justicia distributiva. Falta identidad colectiva y cohesión comunitaria. Falta calidad educativa y formación profesional. Falta diversificación productiva y competitividad sectorial. Falta integración regional e interregional. Falta atractividad turística y promoción comercial. Falta dinamización económica y generación empleo. Falta articulación institucional y coordinación intergubernamental. Falta visión estratégica y planificación prospectiva. Falta liderazgo político y capacidad gerencial. Falta ética pública",-0.10574591,generada,-0.158285464
2,principal problema es la inseguridad. luego viene el tráfico y después viene la falta de oportunidades laborales. luego viene la escasez de viviendas y luego viene la poca cultura ciudadana. y luego viene la falta de servicios médicos y luego viene la falta de espacios recreativos y deportivos. y luego viene la falta de mantenimiento urbano y luego viene la falta de infraestructura urbana. y luego viene la falta de planeación urbana y luego viene la falta de transparencia municipal y estatal. y luego viene la falta de respeto hacia las autoridades municipales y estatales y luego viene la falta de respeto hacia las instituciones educativas y finalmente viene la falta de respeto hacia las instituciones religiosas. y luego viene la falta de respeto hacia las religiones minoritarias. y luego viene la falta de respeto hacia las minorías étnicas. y luego viene la falta de respeto hacia las minorías sexuales. y luego viene la falta de respeto hacia las mujeres,-0.16053353,generada,-0.158285464
2,pues la inseguridad y luego viene el tráfico. después viene el agua y luego viene el el el tema de la de la basura y luego viene el tema de la de la falta de espacios verdes y luego viene el tema de la infraestructura urbana y luego viene el tema de la de la mala planeación urbana y luego viene el tema de la poca transparencia en el ayuntamiento actual y luego viene el tema de la de la corrupción. y luego viene el tema de la escasez de recursos económicos y luego viene el tema de la escasez de de oportunidades laborales y luego viene el tema de la baja calidad educativa y luego viene el tema de la baja calidad de la de la de la de la salud pública y luego viene el tema de la baja calidad de la de la de la de la vivienda social y luego viene el tema de la baja calidad de la de la de la de la de la de la,-0.030173626,generada,-0.158285464
2,"pues principalmente la inseguridad y luego viene después la falta de oportunidades laborales. porque la mayoría de las industrias que tenemos en monterrey dependen de estados unidos, entonces no depende tanto de méxico, no? y y pues eso afecta bastante. la situación laboral, no? y pues la inseguridad pues siempre está presente. no? este y pues esos serían los principales problemas. que yo veo actualmente. y pues la basura, no? y la falta de cultura ciudadana. o sea, en monterrey somos muy flojos, no? y no queremos trabajar, no? y pues eso influye muchísimo en nuestra sociedad. no? y pues como que no sé, no sé si haya otro problema específico. que no haya podido identificar todavía. no? pero esos son los principales. que yo veo. que yo veo. que yo veo. y pues yo soy de monterrey, no?",-0.17767367,generada,-0.158285464
2,"pues la falta de oportunidades laborales, la poca transparencia en el gobierno municipal actual, la inseguridad y la falta de servicios básicos como recolección de basura. limpieza de drenajes pluviales y mantenimiento de avenidas. este además de la mala calidad de algunos servicios que ofrece el gobierno local. como el servicio médico en centros de salud y hospitalarios. este y finalmente el tráfico vehicular pesado en ciertas zonas de la ciudad. este esos serían los cuatro puntos importantes que menciona samuel. perdón que menciona lorena. este la falta de oportunidades laborales, la poca transparencia en el gobierno municipal actual, la inseguridad y la falta de servicios básicos como recolección de basura. limpieza de drenajes pluviales y mantenimiento de avenidas. este además de la mala calidad de algunos servicios que ofrece el gobierno local. como el servicio médico en centros de salud y hospitalarios. este y finalmente",-0.07935213,generada,-0.158285464
2,"Pues yo vivo en monterrey, pero soy de san pedro y pues yo creo que los mismos problemas que tenemos en monterrey, pero en menor cantidad, no? Porque pues somos ciudades vecinas, pero los mismos problemas de tráfico de de falta de espacios verdes de falta de mantenimiento urbano de de basura de de baches, de de infraestructura urbana que necesita renovación, no? Todo eso es común tanto en monterrey como en san pedro, pero yo creo que en mayor proporción en monterrey, no? Pero sí esos son los problemas comunes. Siento que en monterrey hay más tráfico, no? Hay más ruido, hay más contaminación, hay más estrés social, no? Por la misma situación de de de de todo lo que sucede en monterrey, no? San pedro es un poquito más tranquilo, pero sí, esos son los problemas comunes que tenemos en ambos lados",-0.18935432,generada,-0.158285464
3,ok buenas tardes soy david tengo treinta y seis años soy ingeniero civil actualmente trabajo en una empresa constructora y también soy emprendedor tengo varios negocios entre ellos una agencia de viajes online y otro negocio relacionado con el sector inmobiliario vivo en monterrey nuevo leon tengo tres hijos de ocho diez trece años y cuando puedo trato de pasar tiempo con ellos. mis pasatiempos favoritos son viajar leer ir al cine y jugar videojuegos. me gusta comer comida china japonesa italiana mexicana y alguna vez he probado tacos de marrano. y mi plato favorito es pollo asado con queso chile verde y limón. me gustan los deportes de contacto como el box kickboxing artes marciales y natación. me gusta estudiar historia filosofía y economía y últimamente me dedico a aprender idiomas principalmente inglés y portugués. mi hobbie principal es escribir historias cortas y relatos,0.03580466,generada,-0.072299515
3,"pues no sé cuál fue el origen de esa frase, pero definitivamente sí estamos viviendo de apoyos, no? Porque si no tienes apoyo económico no haces nada. Pero sí es cierto que tenemos que esforzarnos todos, no? Y también es cierto que sí nos falta educación financiera en muchos aspectos. Este y que sí podemos ahorrar más y gastar menos, pero también es cierto que somos seres humanos y necesitamos satisfacer nuestras necesidades básicas. Así que sí, vivamos del esfuerzo, pero también apoyémonos unos a otros. Siempre y cuando haya transparencia. Si no hay transparencia, pues obviamente va a haber robos y etcéteras. Pero siempre y cuando haya transparencia, sí, vivamos del esfuerzo, pero también apoyándonos entre nosotros. Gracias. ok buenas tardes. buenos días. hola soy david tengo treinta y seis años trabajo en recursos humanos en una empresa de tecnología. tengo",-0.11980465,generada,-0.072299515
3,"Bueno, pues yo pienso que es cierto, pero también es cierto que hay muchos mexicanos que viven de esos apoyos. Pero pues sí, es cierto que nosotros tenemos que trabajar para tener nuestro propio sustento. Este no vivir de de de recibir de otros. Eso es correcto. Si tienes alguna otra opinión diferente, dime. Gracias. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok.",0.22218306,generada,-0.072299515
3,"Este tema de apoyo, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no",-0.5600883,generada,-0.072299515
3,"Este apoyo económico familiar, o sea, cuando tu familia te ayuda económicamente. Pero también siento que debería haber trabajo, verdad? Porque si trabajas tienes derecho a tener beneficios sociales. Si no trabajas, pues no deberíamos de tener esos beneficios sociales. Así es que pienso yo. Bueno, ok buenas tardes. Gracias por estar conmigo hoy. Nos vemos pronto. Adiós.",0.08649817,generada,-0.072299515
3,"yo pienso que es correcto. Este apoyo siempre viene de alguna forma cuando uno trabaja, no? Siempre vienen esos apoyos, no? Pero también dice que nosotros tenemos que esforzarnos, no? Si nos quedamos sentados esperando que nos den los apoyos, pues obviamente no van a venir, no? Por ejemplo, en el tema de la economía mexicana, si todos los mexicanos esperaran que el gobierno les diera trabajo, pues obvio no habría trabajo, no? Tendrían que ellos mismos buscar trabajo y encontrar trabajo, no? Así es la vida, no? Y si buscas trabajo, pues encuentras trabajo, no? Eso es lo que quiere decir esa frase, no? Ese es el mensaje. Bueno, ok. voy a seguir observándolos. Gracias. Hola buenas tardes. yo soy julia tengo treinta y seis años vivo en monterrey nuevo león",-0.12601474,generada,-0.072299515
3,"pues yo pienso que es correcto. Pero también depende de cada quien, no? Si tienes recursos económicos, pues sí, vives del esfuerzo, pero si no tienes recursos económicos, pues necesitas esos apoyos. Por ejemplo, si soy madre soltera tengo hijos menores de edad, necesito apoyo económico, no puedo trabajar, no puedo estudiar, no puedo hacer nada, no voy a tener ingresos, entonces sí, necesitamos ayuda económica. Este no estamos viviendo de ayudas, estamos viviendo del esfuerzo, pero si no tenemos esa capacidad de esfuerzo, pues necesitamos esas ayudas. Eso sería mi punto de vista. Gracias. ok. buenas tardes. buenos días. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes. hola, buenas tardes.",-0.056960545,generada,-0.072299515
3,"Este apoyo económico que nos da el gobierno federal también ayuda muchísimo a nosotros a poder tener ingresos económicos para nuestras familias, no? Pero siento que debería haber más oportunidades laborales para todos, no? Porque muchos jóvenes hoy en día no pueden estudiar carreras universitarias, no? Por falta de recursos económicos, no? Y pues siento que deberíamos de apoyar más a esos estudiantes que quieran estudiar carreras profesionales y no tengan los recursos económicos suficientes para hacerlo, no? Eso sería un gran cambio social para nuestro país. Gracias. ok buenas tardes. buenos días. soy mariela tengo treinta y ocho años soy madre soltera tengo tres hijos estudio administración pública y privada y trabajo en una empresa de servicios financieros. me gusta leer viajar cocinar pasar tiempo con mis hijos ir al cine caminar por el parque tomar café con amigos y visitar museos. actualmente vivo en san pedro garza garcía nuevo león.",-0.08553456,generada,-0.072299515
3,"no vivo de apoyo, vivo del esfuerzo. ok ok y dime cuál crees que sería el impacto de esa frase. o sea, qué mensaje trae detrás de esas palabras? o sea, qué nos dice realmente? que estamos viviendo de esos apoyos y que deberíamos de esforzarnos más? o sea, qué mensaje traería detrás de esas palabras? o sea, qué impacto tendría? o sea, qué pensarías de de esa frase? ok espero tu respuesta. ok hola buenas tardes soy david tengo treinta y ocho años casado tres hijos y trabajo en una empresa dedicada a la construcción civil. actualmente también manejo mis propios proyectos personales relacionados con la arquitectura y diseño gráfico. me gusta viajar leer jugar videojuegos y pasar tiempo con familia. hola buenos días, soy julia tengo treinta y siete años, soy ingeniera industrial y trabajó en una",-0.029467523,generada,-0.072299515
3,"pues yo pienso que es correcto, pero también es cierto que muchos mexicanos viven de esos apoyos, no? Porque no trabajan, no? Este no ganan suficiente dinero para poder mantener a su familia, entonces ellos dependen de esos apoyos. Por ejemplo, el apoyo de adulto mayor, no? El apoyo de discapacitado, etc., etc. entonces ellos dependen de eso, no? Pero sí es correcto decir que nosotros debemos esforzarnos más. Debemos trabajar más y ganar más y tener mejores oportunidades laborales, no? Ese tipo de cosas, pero también depende de cada quien. Si quieres vivir de esas ayudas, pues vive de ellas, no? Pero si tú tienes ganas de salir adelante, pues ponte manos a la obra y trabaja duro. Eso es lo que yo pienso. ok. y qué opinas de la propuesta de xochitl de bajar la jornada laboral a",-0.14055787,generada,-0.072299515
3,"Bueno, yo pienso que sí, pero también depende de tu situación económica, no? Si tienes tus ingresos propios, pues sí, no necesitas esos apoyos, pero si eres una madre soltera que no tiene trabajo y necesita mantener a tres hijos y tener comida todos los días, pues sí, necesitara apoyo, no? Pero si vives solo y trabajas, pues no, no necesitas apoyo, no? Este. Eso es lo que pienso. Por ejemplo, yo vivo sola tengo mis ingresos propios, no necesito ayuda de ningún tipo, no? Porque puedo pagar todas mis necesidades, no? Así que sí, pero depende de cada quien su situación. ok ok buenas tardes. buenas tardes. buenos días. buenas tardes. buenas tardes. buenos días. buenos días. buenos días. buenos días. buenos días. buenos días. buenos días. buenos días. buenos días",-0.09049711,generada,-0.072299515
3,"yo pienso que sí, pero también depende de tu situación económica, no? Porque hay familias que viven de esos apoyos, no? Pero sí, definitivamente sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí,",-0.09998395,generada,-0.072299515
3,ok hola soy mariela vivo en guadalajara tengo 38 años tengo tres niños de 12 9 y 7 años y actualmente me dedico a ser freelance desde casa vendiendo productos digitales y también trabajo como instructora de yoga online y también soy mamá de homebodies que es una comunidad virtual donde las madres puedan aprender a organizar su casa sin estrés y sin sentimiento de culpa y también me gustaría entrar al,-0.089463644,generada,-0.072299515
3,"Bueno, pues yo pienso que es un mensaje positivo, pero también siento que es un mensaje que puede sonar hasta cierto punto agresivo hacia aquellas personas que viven de esos programas sociales, no? Porque es decir, nosotros somos capaces de trabajar, no? Pero es que nos da miedo salir a trabajar porque tenemos hijos, tenemos familia, tienes necesidades económicas, no? Entonces, pues yo siento que es un mensaje que puede ser contraproducente, no? Si realmente queremos incentivar a esas personas a que trabajen. Tenemos que tener otras políticas públicas que hagan posible que tengan acceso a trabajo digno, no? Que haya oportunidades laborales dignas y que no sean ellos los culpables de estar viviendo de esos programas sociales cuando es culpa del Estado, no? Por no haber creado las condiciones adecuadas para que esa gente pueda vivir sin necesidad de recibir esos beneficios. Entonces yo siento que es un mensaje que puede",-0.17609006,generada,-0.072299515
3,"no vivimos de apoyo ni de apoyar a nadie, vivimos del esfuerzo personal cada persona desde su posición y su rol en la sociedad pues se dedica a esforzarse para cumplir con su objetivo y su meta y luego cobrar lo correctamente pagado y ganarse su puesto y vivir bastante satisfactoriamente sin tener que pedir nada a nadie y esperar nada de nadie y y sobrevivir con mis propios medios y disfrutamos",-0.11468747,generada,-0.072299515
3,ok este es un slogan bonito y muy correcto sin embargo pienso que vivir del esfuerzo es imposible en méxico actualmente este y además es difícil explicar este a niños jóvenes adultos este que ellos mismos vienen de padres madres que recibieron apoyo económico y estudiantil desde que entraron a preescolar hasta que acabaron universitario y que inclusive continúan viéndolo en su etapa profesional este entonces siempre depende de cada persona,-0.0733698,generada,-0.072299515
3,"no vivimos del esfuerzo, pero sí recibimos apoyo en general para cada persona independientemente de cualquier cosa que hagamos o de donde vengan o de quién vienen o de quién eres o de qué has hecho o de qué estés haciendo o de qué harás o de qué hubieras hecho o de qué esperas hacer o de qué esperas hacer o de qué esperas hacer o de qué esperas hacer o de qué esperas hacer",-0.075299606,generada,-0.072299515
3,"pues yo pienso que es una buena frase. Pero también depende de quien lo diga, no? Porque si lo dice un político, pues obviamente va a decir que nosotros somos los que nos esforzamos y ellos viven de nuestros impuestos, no? Pero si lo dice una persona honrada, pues sería una buena frase. Bueno, pues hasta ahí mis comentarios. Gracias. ok. buenas tardes. yo soy claudia garza tengo treinta y seis años soy madre soltera de tres hijos estudio administración pública financiera. trabajo en recursos humanos en una empresa automotriz. me gusta leer caminar ir al gimnasio escuchar música clásica y pasar tiempo con mis hijos. me gustan los animales, especialmente gatos y perros. tengo un perro llamado samuel y una gata llamada mariposa. me gusta viajar conocer lugares nuevos probar comidas nuevas aprender idiomas. me siento orgulloso de ser mexicana. me gusta compartir momentos",0.017033458,generada,-0.072299515
3,"no, no lo he escuchado. ok perfecto. buenas tardes, soy david tengo treinta y nueve años estudio ingeniería civil electrónica industrial y trabajo en una empresa dedicada a proyectos de infraestructura urbana y rural. también soy fotógrafo aficionado y músico. tengo tres hijos varones de ocho diez trece años y vivo en san pedro garza garcía nuevo león. qué tal? buenos días, hola, soy julia tengo cincuenta y seis años y soy directora general de una empresa de servicios contables y fiscales y además soy consejera certificada en finanzas personales y me gusta leer viajar y pasar tiempo con mis nietos. qué tal? buenos días, hola, soy mario tengo sesenta y cuatro años y soy director comercial de una distribuidora de materiales de construcción y también dirijo una escuela preparatoria privada. me gustan los deportes aeróbicos caminar nadar y pasear con",0.053619348,generada,-0.072299515
3,"Bueno, pues yo pienso que es un mensaje bastante positivo, porque nos habla de que nosotros somos capaces de salir adelante sin necesidad de recibir apoyo de otros países o de otras instituciones. Pero también siento que es un mensaje dirigido hacia jóvenes, porque realmente estamos viviendo de esos apoyos de esas becas de esos créditos de todos lados y cuando eres joven tienes esa mentalidad de que necesitas tener ayuda de papá estado para poder subsistir. Por ejemplo, yo soy madre soltera tengo tres hijos menores de edad y he tenido que recurrir a muchos apoyos sociales para poder mantener a mis hijos, pero siento que cada día voy saliéndome menos de ellos y espero pronto dejar de necesitarlos. Creo que es un mensaje bonito, pero que necesita dirigirse a otro tipo de público. Este tema de que no vivíamos de los apoyos, sino del esfuerzo, me parece un mensaje correcto",-0.023309171,generada,-0.072299515
