Number,Question,Answer_number,Answer_generated,prompt
2,¿Cuáles son los principales problemas de donde vives?,1,principal problema es la inseguridad. segundo problema es la pobreza. tercero es la corrupción. cuarto es la calidad educativa. quinto es la movilidad. sexto es el desempleo. séptimo es la economía. ocho es el narcotráfico. nueve es la drogadicción. diez es la trata de blancas. once es el alcoholismo. doce es el suicidio. trece es el embarazo adolescente. catorce es el robo de identidad. quince es el abuso sexual infantil. dieciséis es el acoso escolar. diecisiete es el bullying. dieciocho es la prostitución infantil. diecinueve es el homicidio doloso. veinte es el secuestro extorsionado. veintiuno es el asesinato. veintidós es el feminicidio. treinta y dos es el crimen organizado. treinta y tres es el terrorismo. treinta y cuatro es el narcotráfico,"### Instrucción:
Basándote en los siguientes fragmentos de conversaciones reales:

Moderador: Okay okay, Oigan para dejar un poquito atrás este tema de la ciudad si me tuvieran que resumir los tres principales problemas de la Ciudad de México Cuáles me dirían que son sí, Claudia
Participante: Es lo que uno es inseguridad.
Moderador: o no es inseguridad, a ver quién más. a ver
Participante: Yo diría que la vialidad porque pues yo creo que tanto como en esta delegación como en las demás creo que las calles y los caminos están mal, o sea, hace falta como ponerle un poco más de atención
Moderador: Ok Natalie
Participante: Yo creo que sería como la corrupción la falta de transparencia la inseguridad. En también Yo opino que es como la desigualdad socioeconómica que vivimos. Y este y pues esos eran como mis
Moderador: Edwin cuál dirías que son los tres principales problemas de la Ciudad de México
Participante: Es la inseguridad los temas de movilidad. el tráfico y la Pues también la la ahora sí que cómo están las calles, el cuidado de las calles Pues los baches y todo eso y no sé Y tal vez. Ah no sé nada más, eso se me ocurren.
Moderador: Ariadna
Participante: Yo pienso que una de las principales es la igual la inseguridad este Bueno más bien, hija, delincuencia que hay otro sería el transporte público también siento que cada vez hay más como población en el transporte público ya ya a veces ya no viajas a gusto, ya hay mucho muchos conflictos en en eso y tal vez igual lo de las calles.
Moderador: Ok Ok Oigan y por ahí Creo que justamente este José Manuel decía bueno que las calles aquí en esta delegación pero también en otras están súper mal y y justamente esta esta cuestión me pareció interesante Porque estos problemas estos tres problemas o varios problemas que mencionaban transporte público inseguridad bueno por ahí hablaban desigualdad social todos estos problemas que me mencionaron afectan igual a todas las alcaldías o consideran que hay alcaldías donde esos u otros problemas afectan más hay alcaldías donde Quizás esos problemas no afectan Cómo ven si hay diferencias. Con respecto a estos problemas Ajá a ver Edwin Cuéntame Qué diferencias, ves.
Participante: pues por ejemplo de las alcaldías más inseguras pues es Iztapalapa O y pues no sé allá en el centro y todo eso, pues no hay tanta inseguridad.
Moderador: Ok más perfecto
Participante: Este igual las calles Pues por allá en el centro todo eso, pues están mejor cuidadas, no hay tanta basura. Y pues igual Iztapalapa o así, pues están peor
Moderador: Ok Ok va Claudia cómo ves Crees que sí afectan distintos tus problemas en las alcaldías?
Participante: Sí por ejemplo Iztapalapa Pues los camiones siempre van bien llenos y hay mucha basura y sin en cambio en Benito Juárez invierten mucho en el alumbrado en sus camellones en sus parques y casi no hay inseguridad.
Moderador: Okay va alguien más nota alguna diferencia entre las alcaldías. Cuáles dirían, que son los problemas que más se acentúan en su alcaldía. Me dijeron que son Coyoacán cierto. Cuáles son las las este problemáticas que más se acentúan en su alcaldía.
Participante: Pues el alumbrado yo creo que también este ha aumentado mucho lo de narcomenudeo. y
Moderador: ok José José Romero Tú qué onda Si crees que se vive distinto Cuáles dirás que son los que más se acentúan ahí en Coyoacán
Participante: Sí sí, sería lo de lo de los baches. También lo del alumbrado. Un poco en distintas este
Moderador: ok
Participante: delegaciones la inseguridad.
Moderador: Ariana
Participante: Yo creo que por ejemplo la inseguridad Está en todas partes nada más que en algunas delegaciones hay más vigilancia que en otras O igual como decían en algunas hay mayor cuidado de en la iluminación que en otras igual por ejemplo Que las avenidas son las que están un poquito más alumbradas que las calles sin embargo, siento que tendría que ser todo pareja.
Moderador: Ok va perfecto Me faltó alguien por ahí que me diga su opinión con respecto a estos puntos. Natalia
Participante: Este pues en el caso de Coyoacán creo que los principales problemas son la movilidad y el transporte Porque por ejemplo para los que tienen carros no hay lugares para estacionarse en algunos las calles son muy pequeñas o están como muy feas en algunas partes de Coyoacán cambia mucho los servicios públicos como la recolección de basura la limpieza de las calles. La iluminación como ya mencionaban entonces siento que son como esos pequeños pastorcitos que son los que fallan en esta
Moderador: Pero fíjense a ver esto que dice Natalie me llama la atención porque yo les preguntaba si había como problemas distintos entre las diferentes alcaldías, pero Natalie dice todavía que dentro del propio Coyoacán hay zonas distintas. Y que afectan los problemas distintos A ver, cuénteme un poquito de eso. Ajá Edwin y luego Claudia
Participante: este Bueno si yo aquí en la zona donde vivo de Coyoacán pues está me queda cerca Iztapalapa Tláhuac la verdad no está muy bonito Bueno no es la mejor parte de Coyoacán Y pues sí, siento que es de las de Coyoacán es de las peores zonas. o considerados Zona Roja este Y por ejemplo, pues más cerca por allá de Miguel Ángel de Quevedo por Universidad y todo eso, pues está mejorcito.
---
Moderador: Estos problemas de los que me hablan los problemas en la atención a la salud la contaminación estos permisos en las calles o como falta de control de esta parte de la inseguridad creen que afecta a todas las alcaldías por igual o hay algo que pase específicamente en la Venustiano Carranza más que en otros que en otros lugares o al revés no, que que afecta a los demás y a ustedes no, no sé. Qué opinan de esto Lizeth cuenta lo que lo que querías participar y a ver si me puedes ayudar con esto.
Participante: Bueno, los principales programas para mí sería corrupción salud y movilidad. Y creo que afecta en general a todas las alcaldías Sin embargo, a la persona que arranca lo que tiene. tiene alcaldía, alcaldía, tiene colonias con índices altos de violencia y de delincuentes Por así decirlo Entonces este pues podremos decir que depende de la zona como todo porque por ejemplo en la Benito Juárez este pues es una zona mucho más concurrida Este concurrida. Difícilmente va a pasar en cuanto a corrupción, o sea, es que la corrupción creo que engloba todo y es el gran problema. No solo la Ciudad de México sabes o sea los policías que les vale, o sea, les dan 100 pesos y ya los dejan andar fumando mota este o los arrancones les dan su lana y los dejan este la corrupción, por ejemplo también involucra al medio de la salud, o sea. No es posible que me tocó ver a mí gente que pagaba porque le dieron una consulta más rápido. Cosa de que desaparecieron los hospitales este, pues públicos gratuitos Por así decirlo En este gobierno, o sea es una cosa espantosa. Yo soy una persona asmática yo depende de medicamentos porque son enfermedad Crónica o sea, hace unos años en otros gobiernos yo tenía esos accesos a medicamentos. Y no te estoy hablando de medicamentos que me cuestan 50 pesos 100 pesos son medicamentos a veces de mil pesos o estar internada Ahorita llegas a un hospital y no pasas porque no hay medicamento. Entonces Y es lo mismo es esta es la corrupción la salud la movilidad, o sea. Que en lugar de pues dar los apoyos que que el gobierno reparte para transporte para pintar para hacer el presupuesto que reparte Pues solo están guardando a sus bolsillos. Por la misma corrupción Entonces eso sí es un problema bien grande y bien preocupante, que pues pueden tener muy buenas iniciativas, pero no se está viendo reflejado, la verdad.
Moderador: Ok Oigan hablando de estos problemas y de estas situaciones que mencionan Ustedes han visto alguna diferencia entre la forma de gobernar de de los o sea vaya anteriormente antes de Claudia sheinbaum, habíamos tenido varios jefes de gobierno hombres no después de entrar Claudia sheinbaum y ella es como mujer ustedes vieron alguna diferencia en el estilo de gobernar de la que sea, eh? De cualquier índole o les pareció como como lo mismo. Qué opinan de eso a ver adelante, Oscar
Participante: Bueno en lo personal A mí no me tocó como esa parte pero sí llegué a ver como mucho lo del beneficio hacia las mujeres que que llegó a poner como botones. en la ciudad por si llegaban como a Bueno a robarlas o a como violentarlas o incluso para acosarlas llegué a ver esa parte, pero realmente preguntándole como amigas y así, por ejemplo, ellas me decían de que no servían los botones en muchas ocasiones o que las llegaban a saltar y se acercaban como un botón de pánico y no llegaba como pues ningún este ningún policía pero de mi parte, pues sí llegué a ver como un poquito de beneficio hacia las mujeres en ese aspecto sin embargo, ya preguntándoles a mis amigas, pues no había como Pues un resultado Real Solamente pues estaba como pues las indicaciones y
Moderador: Ok Brittany tú qué opinas de este tema viste alguna diferencia?
Participante: Sí bueno, yo siento que sí, si lo ponemos de esa manera, ha habido algunos cambios que me parece que hizo una línea de cable bus No estoy muy segura y pues ha tratado de modificar las cosas, Yo creo que la verdad va a ser o es muy complicado arreglar todos los errores que tienen Ciudad de México durante muchos años pero pues almagro lo está intentando a lo mejor y sería Exactamente lo mismo, si fuera un hombre o una mujer, pero pues en este aspecto ella como persona pues al menos yo de mi parte siento que lo estoy intentando incluso con lo de los programas que salieron de algo que no se había visto era el apoyo de las personas que no estudian ni trabajan. Yo siento que eso es algo muy positivo porque no sé, nosotros en algún momento de la vida terminamos la carrera y para iniciar a trabajar es una ayuda porque al menos ya ya es más seguro como conseguir un trabajo relacionado a tu carrera o cosas así y que la empresa te acepte así sin experiencia Entonces yo sí siento que ha hecho cambios positivos obviamente tiene errores, pero pues a mí me agrada.
Moderador: Entonces todos están de acuerdo en que o sea, como mujer, vaya no se ha visto alguna diferencia en el estilo de gobernar o alguien piensa distinto. Ajá a ver Lizeth No, perdón, estás otra vez?
Participante: Siento que a nivel Social es diferente porque por lo menos en sus casas los hombres machitos este ya ven a una mujer y ya dicen Bueno si pueden tener acceso al poder eso es creo la mínima diferencia que hay, pero shimmer no trabaja sola Simón tiene un equipo de trabajo. Entonces, pues les hice nota, que no está manifestando sus ideas, o sea, ni sus ideales, porque no es la misma que vimos en campaña, la que vimos trabajando. ni la manera de hablar ni de comunicar de vestir, o sea En realidad se nota que hay, pues su equipo de trabajo que le está dominando y que no está haciendo ella a mí, por ejemplo, me gustaría verla siendo ella ella siendo feminista, siendo mujer siendo este. demostrando sus capacidades porque es una mujer bien inteligente y bien preparada, por ejemplo, decían no de jóvenes construyendo el futuro justamente hoy me encontré un maestro de Pilares y me decía este Ay Por qué no aplicas para esa beca ya me dijo lo que les daban y no inventes O sea es les están dando más que un salario mínimo cosa, que a mí no me parece Porque Oye no estaba manteniendo papá gobierno por no hacer nada, o sea, por ir a cumplir unas horas de carpintería o de computación o de inglés. Y la es bien complicado, o sea, sabes hay gente que neta le está fregando, no es posible que a los estudiantes les estén dando menos que alguien. Que no, ni genera ni nada, sabes?
---
Moderador: ok
Participante: también hay que ir valorando la parte de vivir aquí en la Ciudad de México
Moderador: Muy bien, Monse tú qué opinas que has visto? Te preocupa algo?
Participante: No había visto no había visto este las propuestas porque es un tema que se está manejando desde el año pasado y yo no he visto que lo toquen con la con la gravedad que es el problema, o sea, por ejemplo aquí en la Benito Juárez hay mucho que que está este se está contaminando en cisternas. Está saliendo mal. Hay veces que huelen muchísimo a gasolina y eso es algo, que no están tratando de solucionar que de hecho ni siquiera se tocó el tema. y es algo muy importante Ya que gracias a que gracias a que pues tenemos muchísimos este edificios y cada día hay más y más y más obviamente va a pasar eso que va a hacer una escasez de agua, pero me gustaría saber sobre los candidatos qué es lo que van a hacer para solucionar ese problema o sea, porque como dice las pipas están muy caras este complementando la idea de Miguel entonces para que se contamine O sea imagínate tú rentas tu pipa y se contamina en tu cisterna, Entonces eso es algo muy peligroso porque no nada más está cobrando Pues el agua que ya que no lo podemos renovar, sino también puede cobrar vidas o sea creo que ya cobró uno o dos no algo así. Y se manifestaron muchísimas personas de Benito Juárez y nadie nada ha hecho nada O sea hemos alzado la voz y nadie ha dicho este sí lo vamos a solucionar o va a haber esto o no al contrario.
Moderador: Okay Okay este alguien más ha visto algo alguna cuestión Mariana no Luis Enrique tú has visto algo sobre el agua
Participante: Bueno digo, creo que pues evidentemente pues porque vivimos aquí no en Benito Juárez este yo lo que había visto también era eso específicamente no de gasolina de insecticida que que olían muchísimo el agua y que estaba contaminada y que en algunas colonias de la Benito Juárez este los vecinos este lo reportaron incluso y que hasta se llevaron pruebas para analizarla y les dijeron que no, que todo estaba bien, pero los vecinos este, pues conversando entre ellos no, eso es una de las cosas que he visto otra de las cosas, Pues justamente de las propuestas que dicen para jefe de gobierno que uno de ellos es anti aguada, pues lo que dice Pues es que no se va, que no se va a terminar el agua, no? Pero pues estaba viendo un video justamente en tiktok y dice pues cómo esperas que cómo cómo te puede prometer que no se va a acabar el agua, pues si no llueve, no, así que qué es lo que espera hacer obviamente no digo hay en otros países como por ejemplo en Dubai pues crean nubes artificiales para que llueva no, pero pues realmente es algo que nosotros no podríamos saber si realmente es posible hacerlo no los que pueden saber y pueden existir la posibilidad son ellos. pero si no lo ponen sobre la mesa o no lo comentan lo único que dicen es no se va acabar el agua ustedes no se preocupen Pues sí obviamente, pues van a prometer prometer y prometer
Moderador: claro
Participante: pero pues para qué Para que obviamente digan sí voten por Santiago para jefe de gobierno Pues cuando quede pues.
Moderador: A ver, entonces como en resumen lo que me están tratando decir es que no han visto nada les preocupa, que los candidatos no, no lo no lo estén considerando como un problema grave y pues les gustaría escuchar más como soluciones respuestas concretas, Sí este para resumir y no darle Igual muchas vueltas. Hay otra cuestión que también nos sale mucho durante las campañas que es sobre la basura electoral este los las promocionales de plástico, los volantes no sé si han visto esto ustedes en la Benito Juárez este si han visto más de alguno de otro candidato, eso también me interesaría mucho este a ver, vamos con Dafne a ver qué qué has visto tú?
Participante: Yo sí De repente de un día a otro taboada tapizó la Benito Juárez y un tiempo después Clara así de que en el mismo poste Casi casi con el árbol de al lado y algo que me llama mucho la atención que he visto por acá Este es que los las pancartas de Clara abrogada las han estado rasgando o bajando y las que se mantienen ahí son las de Santiago tabada las que están mejor conservadas Entonces es a quien más veo pues aquí en en su publicidad.
Moderador: Sí pues es su alcaldía, no su su fuerte no este Pero tú qué opinas de de esta? Tipo de campañas, cómo lo ves?
Participante: A mí me parece que sí es un desperdicio totalmente tanto de recursos y una contaminación también tremenda, no sé a dónde va a dar toda esa basura. Estaba viendo que se han hecho como movimientos de que vayas tú a bajar las lonas y que las luces les des algún uso útil realmente que no vaya a terminar en la basura y y si me parece muy innecesario, que hace que se vea mal, o sea, realmente no le veo nada de bueno a esa estrategia.
Moderador: Okay este a ver, ya vi que levantaron la mano no sé Mariana este, no sé si has visto tú algo, si has visto de de alguien más que de otro.
Participante: Ahí me escuchan Es que creo que no
---
Moderador: ok
Participante: se fueran ya temas, pues un poquito más complicados como la gentrificación, por ejemplo que nos está afectando mucho y que parece que este que nos beneficia por el turismo, pero pues en realidad nos está afectando más de lo que trae. y en cuanto a inteligencia, pues me O sea no creo que vanguardia se refiere más, por ejemplo Incluso en valores en ser más incluyentes en esto de que por ejemplo las rampas para las personas con alguna discapacidad elevadores este semáforos con sonido, etcétera y una ciudad inteligente pues mencionamos como Big Brother con más cámaras de seguridad en cada esquina puntos de Conexión de internet tal vez Ah por ejemplo lo de movilidad la de la tarjeta eso se me hace inteligente y también de vanguardia, pero este no Bueno ya sería todo.
Participante: Bueno yo por ejemplo algo que veo como muy inteligente en la parte como de Asia específicamente en Japón por ejemplo, el transporte es demasiado preciso e incluso hay como aplicaciones para saber cuándo va a llegar algún camión, cuándo va a llegar algún metro y son muy muy como puntuales en esas cosas creo que eso se me hace como algo muy inteligente. Bueno, eso se me hace una ciudad inteligente en cuanto a también por ejemplo en Japón tienen zonas de fumadores donde no puedes fumar como al aire libre tienes que entrar como una de estas como cajas cuartos no sé cómo llamarlos justamente como para no molestar a las demás personas como para tener un poquito más de control sobre la sociedad Y eso creo que comparándonos creo que sí hay una amplia diferencia en de que no sabes a qué hora va a llegar el camión me sucede mucho que luego el metro No no es cierto el trolebús perdón tarda muchísimo en llegar luego tarda. 40 minutos 50 minutos y del otro lado llega como llegan a pasar como unos tres o cuatro seguidos, entonces como que hay muchos problemas con eso luego la sincronización de los semáforos ocurre que algún semáforo tarda demasiado en en dar como el paso siento que todos esos aspectos no hacen como a la Ciudad de México inteligente.
Participante: Creo que yo diría educación a la población. Sabes porque nos pueden dar todas las herramientas pero si nosotros no somos unas personas educadas de nada va a servir. O sea, es decir Me pueden poner semáforos con sonido como decía Belén y que son muy importantes, pero que llega llega un chango y lo destruye. No hablo no es diferente a manifestaciones y a la Ay cómo se llama cómo se dice este. Cuando grafitean este. No no es vandalismo, es este es un recurso feminista. Bueno que se usan las marchas feministas. Bueno ay, se me fue la palabra que así estoy a favor de eso, pero este, pero es diferente justo son para llegar a destruir por destruir, sabes? Este eso no tiene ningún fundamento o el que lleguen y vayan rayando las paredes con las ventanas con su llave, o sea. Las ventanas con las llaves o con una moneda, o sea si si no somos personas civilizadas. No vamos a lograr nunca hacer ni de vanguardia ni inteligente así de fácil, qué hacemos cuando vemos un cristal? O sea, bueno hablo en general de todo, no? Que nosotros en específico no agarra la gente y los destruye o si dice empuje que hacemos lo jaló. Ay mira Cómo abro para atrás, si dice empuje es por algo. Sabes o sea creo que la educación es lo que nos nos tumba, sabes? Y viene desde niños que no nos enseñan simplemente a leer con gusto. Es desde educación básica como mencionaba alguien que los niños no saben qué pasa llegas a la universidad y no te gusta leer. No te gusta leer y pasas la materia como puedes y al rato esos son nuestros maestros. Entonces la educación creo que es la base de todo, pero una educación pedagógica no solo enseñar por enseñar. Creo que le hace falta mucho eso a México sabes Este porque todos tenemos formas diferentes de aprender desde niños y y no puedes generalizar ni dar un sistema para todos. Igual no hay que fomentar la educación apreciar valores este. Y cuidar las cosas, simplemente acciones tan pequeñas insignificantes como me tomé mi refresco mi botella de agua me la llevo a mi casa y la tiro o si veo un bote de basura la tiro no la dejo ahí botada o el chicle Cómo molesta ver chicles en el transporte público. Cómo Esperamos que que mejore este nuestra infraestructura por ejemplo del metro si tienen que gastar más dinero el limpia es profundas en lugar de mejorar este y comprar un tren Sabes o sea, es la educación y la misma gente los que nos ponemos el pie solito Más allá de la corrupción que todo favorece, pero la educación Híjole nos falta mucho.
Moderador: No qué va muy bien muy muy interesante tu tu punto de vista este Oigan Bueno como ya saben ya lo adelantábamos hace un ratito y pues va a haber elecciones, no para para jefe de gobierno este año hablando Primero me gustaría que me contaran sobre emociones alrededor de esto no más allá de de propuestas o candidatos ustedes como jóvenes Cómo se sienten frente al escenario electoral. No sé, les da emoción les da indiferencia, les da nervios. Me han dicho por ahí, cómo se sienten? a ver Belén qué opinas
Participante: pues Siento como que Valemos, cuando vienen estas fechas como que hay si ya los jóvenes Ay sí son el futuro y las campañas se enfocan en de dieciocho para arriba. y dejando de lado, pues aquellos que no pueden votar, me siento utilizada y que y no un poco indiferentes así como que Ah pues ya al menos peor Como dijo Lizeth Y en general aparte de de utilizar bueno, Ajá Como de que tienen un interés en mí y en Mi voto. Pues como decepcionada de que no no hay una opción que encaje. Bien, con mis ideales y con lo que quiero.

Responde a la siguiente pregunta con un tono realista, informal parecido al de los textos mostrados, pero claro

¿Cuáles son los principales problemas de donde vives?

### Respuesta:"
2,¿Cuáles son los principales problemas de donde vives?,2,"principal problema es la inseguridad. Y segundo es la falta de oportunidades laborales. Y tercero es la poca cultura ciudadana. que existe en nuestro país. y pues es difícil encontrar una buena oportunidad laboral. y pues aunque haya oportunidades laborales, pues tampoco hay cultura ciudadana para ejercerlas. entonces pues sigue siendo un reto vivir aquí en méxico. y además, pues la mayoría de la gente no sabe manejar. entonces pues es peligroso conducir aquí en méxico. y pues también es caro. y pues la calidad de servicio que ofrecen los comercios es mala. y pues es común que roben las tiendas. y pues también es común que roben los bancos. y pues también es común que roben los cajeros automáticos. y pues también es común que roben los postes de luz. y pues también es común que roben las señalizaciones viarias. y pues también es común",
2,¿Cuáles son los principales problemas de donde vives?,3,principal problema es la inseguridad. El segundo es la movilidad y tercero es la calidad de vida.,
2,¿Cuáles son los principales problemas de donde vives?,4,principal problema de la colonia es la inseguridad. El segundo es el transporte público. Y tercero es la poca cultura de reciclaje.,
2,¿Cuáles son los principales problemas de donde vives?,5,"principal problema es la inseguridad. Claro, ahorita que estamos en pandemia, pues no hemos podido salir a divertirnos a conocer nuevos sitios, a visitar museos, a comer afuera, etc., porque pues sentimos miedo de contagiarnos y de contagiar a nuestras familias, pero también siento que la inseguridad es un problema bastante grave que existe en nuestro país y que no solamente ataca a las personas mayores sino también a los jóvenes. Y pues aunque haya planes de seguridad pública y estrategias para combatir la inseguridad, siento que siguen estando presentes. Y pues sigue existiendo. Y siento que es un problema que seguirá presente hasta que no cambiemos como ciudadanos y como comunidad. Ya que mientras sigamos tolerando ciertos actos de violencia, seguirán sucediendo. Así que espero que pronto podamos cambiar como ciudadanía. Gracias.",
2,¿Cuáles son los principales problemas de donde vives?,6,"principal problema es la inseguridad. Lo segundo es la economía. Y tercero es la movilidad. Claro. Responde a la siguiente pregunta con un tono realista, informal parecido al de los textos mostrados, pero claro. Bueno, este principales problemas de dónde vives? claro inseguridad economía movilidad y transporte público y medio ambiente ambiente salud educación trabajo y servicios básicos en general estos temas importantes que actualmente están sucediendo en nuestra ciudad y que no solo a nosotros nos dan problemas sino a otras generaciones futuras también que vienen detrás de",
2,¿Cuáles son los principales problemas de donde vives?,7,principal problema es la inseguridad. y segundo problema es el transporte público. y tercero es la vivienda. y cuarto es el desempleo. y quinto es la contaminación ambiental. y sexto es la discriminación racial. y séptimo es la pobreza extrema. y octavo es la economía inestable. y noveno es la corrupción política. y décimo es la mala calidad educativa. y onceavo es la baja expectativa laboral. y doceavo es la poca integración familiar. y treceavo es la alta tasa de suicidios. y catorceavo es la baja esperanza de vida. y quinceavo es la alta mortalidad infantil. y dieciséisavo es la baja natalidad. y diecisieteavo es la baja cobertura médica. y dieciochavo es la baja cobertura habitacional. y decimonoveno es la baja cobertura escolar. y vigésimo es la baja cobertura sanitaria. y,
2,¿Cuáles son los principales problemas de donde vives?,8,"pues yo creo que principal problema es la inseguridad. Luego sigue el transporte público. Y pues también el manejo de residuos sólidos. Y pues también la contaminación. Y pues el uso correcto de espacios públicos. Claro, puede variar dependiendo de la colonia. Y pues también el respeto a la diversidad sexual. Eso es importante. Claro, puede variar según la colonia. Y pues también la calidad educativa. Ya que no todos los centros educativos brindan una buena enseñanza. Claro, puede variar dependiendo de la escuela. Y pues también el consumo responsable de recursos naturales. Claro, puede variar dependiendo de la familia. Y pues también el trato digno a animales domésticos. Claro, puede variar dependiendo del dueño. Y pues también el cumplimiento de obligaciones fiscales. Claro, puede variar dependiendo del contribuyente. Claro, puede variar dependiendo del contribuyente. Y pues también el derecho a la privacidad. Claro, puede variar dependiendo",
2,¿Cuáles son los principales problemas de donde vives?,9,principal problema es la inseguridad y segundo problema es la contaminación.,
2,¿Cuáles son los principales problemas de donde vives?,10,"pues ahorita por ejemplo que estamos en temporada navideña, pues está lleno de ruido de música de pirotecnia de gritos de risas de todo tipo de ruidos y pues es un estrés total. Y pues ahorita que acaba de empezar el frío empieza a salir el sol y pues sale el viento y pues ah pues está feo. Ya no puedo usar shorts ni sandalias ni blusas descubiertas ni falditas ni vestidos cortos ni nada. Nada de eso. Entonces, pues sí, siento que es un estancamiento total de de la paz. Y pues sí, siento que es un estrés total. Lo único que quieres es descansar y relajarte y pues no puedes. Así que siento que es un estrés total. Y pues sí, siento que es un estrés total. Y pues sí, siento que es un estrés total. Y pues sí, siento que es",
2,¿Cuáles son los principales problemas de donde vives?,11,principal problema es la inseguridad y segundo problema es la movilidad.,
2,¿Cuáles son los principales problemas de donde vives?,12,"ah okay, vale perfecto entendido gracias maestra soy montserrat este actualmente vivo en benito juárez y mi principal problema sería la falta de transporte público o sea en general todos estos problemas de seguridad que hay en ciertas zonas del barrio donde vive y pues igual el programa de limpieza que tiene el ayuntamiento es bastante malo porque pues siempre hay basureros en calles parques etc., y pues fácil no hay personal",
2,¿Cuáles son los principales problemas de donde vives?,13,"principal problema es la inseguridad. Ya que en nuestro colonia hay muchos robos y asaltos. Y pues es difícil vivir tranquilo sabiendo que puede suceder algo malo. Además de eso, hay poca iluminación en las calles y en las banquetas. Lo cual aumenta aún más el riesgo de sufrir algún percance. Finalmente, el ruido constante de los coches y motocicletas dificulta descansar adecuadamente. Aunque no puedo asegurar que sean los únicos problemas que existen en mi colonia, definitivamente son los que más resalto. Claro, podrías añadir algo más? Claro, podría agregar algo más, pero creo que ya dije bastante. Gracias. Bueno, a ver, ah ok ok, ok, ok, ok, ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok",
2,¿Cuáles son los principales problemas de donde vives?,14,ah okay claro sí mi principal problema sería la falta de transporte público porque pues siempre hay demasiada gente y siempre hay demasiada carga de trabajo y siempre hay demasiado traffic y siempre hay demasiada policía corrupta y siempre hay demasiada inseguridad y siempre hay demasiado alcohol y drogas y siempre hay demasiado dinero y siempre hay demasiada mujeres solteras y siempre hay demasiadas m,
2,¿Cuáles son los principales problemas de donde vives?,15,"principal problema de la colonia es la inseguridad. Y segundo problema es el transporte.

 **Resultado** principales problemas donde vivo serían inseguridad transporte y salud educación medio ambiente trabajo seguridad alimentaria servicios básicos infraestructura social cultural económico turismo comunicación tecnología energía naturaleza agricultura ganadería pesca industrialización productividad economía política sociedad población demografía geografía clima hidrografía relieve flora fauna historia arte tradición costumbres folclor etnia religión antropología arqueología etnografía antropología arqueología",
2,¿Cuáles son los principales problemas de donde vives?,16,principal problema es la inseguridad. El segundo es la pobreza. Y tercero es el transporte público. Claro.,
2,¿Cuáles son los principales problemas de donde vives?,17,"principal problema de dónde vivo es la inseguridad. Y segundo problema es la falta de oportunidades laborales. Y tercero, pues la poca cultura ciudadana que existe. Claro okay este bueno este principio principal problema donde vivo es inseguridad segundo falta oportunidades laborales tercero ciudadanía cultural y ay claro la corrupción política también es un gran problema en nuestra ciudad de méxico actualmente y pues todos esos problemas sí directamente influyen en mi vida diaria y en general en cualquier persona de 23 años en la",
2,¿Cuáles son los principales problemas de donde vives?,18,principal problema de mi colonia es la inseguridad. El segundo problema es la mala calidad de los servicios públicos. Y tercero es la poca cultura ciudadana. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro.,
2,¿Cuáles son los principales problemas de donde vives?,19,"ah pues yo creo que principalmente el transporte público, o sea, el metro, no? Ya que no sabemos cuándo va a llegar, no? Y además de que ya estamos cansados de que haya retrasos, sino que también ya estamos cansados de que haya accidentes y que haya colisiones entre vagones. Y aparte de eso, pues el servicio de taxis. Nosotros hemos escuchado que los taxistas cobran hasta diez pesos extra por llevarnos a ciertos sitios. Y aparte de eso, pues ya sabemos que ellos mismos roben nuestras pertenencias. Así que pues no confiamos en ellos tampoco. Y pues aparte de eso, pues el programa de becarios, o sea, ahorita que fui a inscribirme para recibir la beca, pues me di cuenta de que ya habían pasado dos meses y aún no recibía respuesta. Entonces pues no confío en que me den la b",
2,¿Cuáles son los principales problemas de donde vives?,20,principal problema es la inseguridad. Segundo problema es la movilidad. tercero es la pobreza. cuarto es la corrupción. quinto es el desempleo. sexto es la discriminación. séptimo es la contaminación. octavo es el narcotráfico noveno es la drogadicción. décimo es el alcoholismo. onceavo es la prostitución infantil. doceavo es la trata de blancas. treceavo es el robo de identidad. catorceavo es el secuestro extorsión y quinceavo es el fraude. ah ok gracias. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok.,
