Number,respuesta,sentimiento,tipo,avg_sentimiento
2,"ah pues yo creo que principalmente el transporte público, o sea, el metro, no? Ya que no sabemos cuándo va a llegar, no? Y además de que ya estamos cansados de que haya retrasos, sino que también ya estamos cansados de que haya accidentes y que haya colisiones entre vagones. Y aparte de eso, pues el servicio de taxis. Nosotros hemos escuchado que los taxistas cobran hasta diez pesos extra por llevarnos a ciertos sitios. Y aparte de eso, pues ya sabemos que ellos mismos roben nuestras pertenencias. Así que pues no confiamos en ellos tampoco. Y pues aparte de eso, pues el programa de becarios, o sea, ahorita que fui a inscribirme para recibir la beca, pues me di cuenta de que ya habían pasado dos meses y aún no recibía respuesta. Entonces pues no confío en que me den la b",-0.13259666,generada,-0.230551634
2,principal problema es la inseguridad. Segundo problema es la movilidad. tercero es la pobreza. cuarto es la corrupción. quinto es el desempleo. sexto es la discriminación. séptimo es la contaminación. octavo es el narcotráfico noveno es la drogadicción. décimo es el alcoholismo. onceavo es la prostitución infantil. doceavo es la trata de blancas. treceavo es el robo de identidad. catorceavo es el secuestro extorsión y quinceavo es el fraude. ah ok gracias. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok. ok.,-0.028077796,generada,-0.230551634
3,es una meta que se plantea el presidente claudio pero en la vida real vivimos de apoyo y ayuda social no vivimos del esfuerzo entonces es falso lo que dice y es mentiroso y es hipócrita porque no es la situación económica ni social que necesitamos ni la que merecemos ni la que exigimos ni la que pedimos ni la que queremos ni la que necesitamos ni la que valemos ni la que merezcamos ni la,-0.10236117,generada,-0.081162012
3,es como de ay dios mío qué pobres esos hombres que vivimos del apoyo y no del esfuerzo.,-0.018449396,generada,-0.081162012
3,pues yo pienso que es como muy muy subjetivo y depende mucho de la persona que lo diga y de la situación económica en la que viva la persona que lo diga entonces yo creo que es como muy subjetiva la opiniones de todos esos mensajes que dan y de de vivimos del apoyo y de vivimos del esforzarnos yo creo que ambas son correctas pero dependiendo de la persona que lo haga y de la situación,-0.12383285,generada,-0.081162012
3,pues yo pienso que es un lema muy completo porque es como que está diciendo que vivimos de apoyarnos unos a otros y que todos aportamos a la sociedad y que inclusive a veces ni nos damos cuenta de que ayuda a la persona que está junto a nosotros y que también nosotros recibir esos apoyos de ellas y que también nosotros aportaremos a futuras generaciones y que también nosotros tomamos esos aportes de unas generaciones,-0.100387916,generada,-0.081162012
3,pues yo pienso que es como falsa la promesa porque vivimos de apoyo todos incluso los que no reciben ni apoyo de nadie y si empezaran a pagarnos por esforzarnos y por trabajar no sabríamos qué hacer con tantos billetes entonces yo pienso que es como falsa la promesa y como que es como falsa la expectativa que dan de que de que vienen ayudas y que vienen apoyos y que vienen programas social,-0.10243744,generada,-0.081162012
3,está bien este creo que depende de la persona que lo diga y de la situación social económica de cada persona en particular de todos esos elementos dependiendo de la persona que lo haga puedo ser útil o puede ser malo inclusive puede ser neutro entonces pienso que está bien utilizarlo y que se dé a conocer y que la gente empiece a tomarnos en cuenta como alternativa a futuras elecciones políticas.,-0.08361913,generada,-0.081162012
3,"es que pues claro vivimos del esfuerzo y no vivimos de apoyo y pues ni de ayuda social y pues sí es un punto a favor que lo diga en el video que no vivimos de esos programas sociales que dan muchos gobiernos y pues sí es un punto a favor que lo diga en el video y pues sí, pues sí, creo que sí es un punto a favor de de él de decir que no vivimos",-0.1530607,generada,-0.081162012
3,pues yo pienso que es como un logotipo de ayuda o apoyo o algo así no y pues no sé si es como falsa promesa o algo así o quizá ni siquiera lo conoce la población porque pues no es un lema que todos vayamos a utilizar inclusive yo nunca lo he visto o jamás lo he escuchado y pues yo soy de la generación millennials y pues no sé si a veces esos programas de,-0.076418355,generada,-0.081162012
3,"pues claro, obviamente vivimos del esfuerzo y no depende de esos apoyos que dan o que dan ayudas económicas ni nada de eso, sino de de de de esforzarnos y trabajarnos y sacarlo solitos y no dependiente de nadie.
   sí yo pienso que es como un lema como que de de empoderamiento personal y de de independencia y de autosuficiencia y de de superación individual y de capacitación individual y de de autoconfianza",-0.06220853,generada,-0.081162012
3,pues no vivo ni apoyo ni vivimos del esfuerzo no es falso es mentiroso es un eslogan que pretende enganchar a la población que necesita ayuda social económica que es lo principal que necesitan ayudar a esos grupos vulnerables que existen en méxico y que todos sabemos que existe y que inclusive el gobierno también lo conoce y que no se dan cuenta de que no hay fondos para pagar los programas sociales que,-0.12022348,generada,-0.081162012
3,"pues sí, obviamente vivimos de apoyo, pero creo que depende de de la situación económica de cada persona o sea no todos tenemos el mismo nivel económico ni la misma capacidad económica para pagarnos por esos programas o ayudas que dan y pues claro que sí necesitamos apoyarnos unos a otros inclusive desde desde la familia hasta amigos vecinos etcétera pero pues sí, puedo decir que no vivimos de apoyo, vivimos del esfuer",-0.057058346,generada,-0.081162012
3,"está bien, gracias.",0.16448963,generada,-0.081162012
3,"es un logotipo de movimiento ciudadano y pues no sé si soy honesto en mi respuesta pero es un logotipo de movimiento ciudadano y pues sí es un logotipo de movimiento ciudadano y pues sí es un logotipo de movimiento ciudadano y pues sí, no sé qué piensen los demás pero yo creo que es un logotipo de movimiento ciudadano y pues sí, es un logotipo de movimiento ciudadano y",-0.14656705,generada,-0.081162012
3,"pues creo que es como una promesa que sí es como falsa porque vivimos de apoyo en apoyo y siento que es como una mentira que nos estan poniendo para que votemos por ellas y siento que es como falso porque no vivimos del esfuerzo, vivimos de ayudas y subsidios y no entendemos ni por qué necesitamos esos subsidios y ayudas cuando todos sabemos que nadie trabaja y que todos reciben unos millones de pes",-0.07982676,generada,-0.081162012
3,"me parece que es como muy como muy idealístico porque claro vivimos del esfuerzo, pero también necesitamos apoyarnos en esos programas sociales que dan ayuda económica a familias vulneradas que no tienen condiciones económicas ni educativas para generar ingresos y evidentemente todos queremos vivir del esfuerzo, pero también necesitamos ayudas económicas para sobrevivir y en caso de que hubieran programas sociales que den ayuda económica a población vulnerable pues",-0.064290896,generada,-0.081162012
3,"pues sí, claro que sí, es un eslogan muy bueno porque pues sí, vivimos del esfuerzo y no vivimos de apoyo ni nada así entonces sí me encanta mucho este eslogan este lema este este este este eslogan este lema este lema este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan este eslogan",-0.0701714,generada,-0.081162012
3,Yo pienso que es como un doble negativo porque vivimos del apoyo y del esforzarnos y pues no sé si es un doble negativo o es un doble positivo porque pues si necesitamos ayuda y si necesitamos apoyo y si necesitamos esforzarnos para lograr algo entonces quizá es un doble positivo o doble negativo depende desde desde desde la perspectiva de cada persona.,-0.12242863,generada,-0.081162012
3,"pues claro, vivimos del esfuerzo y no de apoyar a nadie ni de ayudar a nadie no no necesitamos esos programas sociales para sobrevivir y vivimos del esfuerzo y vivimos de sacrificarnos y vivimos de esforzarnos y vivimos de empezar desde cero y vivimos de construirnos solitos y vivimos de empezarte desde 0 y vivimos de sacrificios y vivimos de constancia y vivimos de disciplina y vivimos de trabajo du",-0.092135936,generada,-0.081162012
3,es un logotipo muy feo y muy malo y no sé qué intención tuvo la persona que lo escribió porque ni siquiera se tomó la molestia de escribirlo bien y y no sé qué intención tuvo porque es un logo feísimo y no sé qué intención tuvo porque es un logotipo muy feo y muy malo y no sé qué intención tuvo porque ni siquiera se tomó la molestia de escribirlo bien y no sé qué intención,-0.13441366,generada,-0.081162012
3,"es un logotipo claro de méxico y pues sí, es un lema que muy muy difícilmente se podrá cumplir porque vivimos de apoyo y ayuda social y y de programas que dan apoyo económico a mucha gente y que obviamente todos esos fondos vienen de los impuestos de los impuestos que pagamos todos los mexicanos y que obviamente ni siquiera sabemos en qué programa o en qué institución se utilizará el monto que aporta",-0.07783823,generada,-0.081162012
4,"Claro, el pueblo primero, no los de arriba. Eso es importante. Lo único que quiero agregar es que no entiendo por qué tienen esa bandera mexicana en rojo blanco azul, no? Lo correcto debería estar en verde blanco y rojo, no? Este es importante recordarle a todos nuestros paisanos que no somos un partido norteamericano que somos méxico y que no podemos estar con banderas americanas ni gringosas ni nada de eso ni menos con banderas de otros paises porque no somos un país extranjero somos méxico y merecemos respecto y amor de",-0.0925788,generada,-0.127977637
4,"Bueno, yo lo veo como un poco contradictorio porque primero, pues es un partido político, no? Lo segundo, pues supuestamente busca llegar a toda esa población de abajo, pero pues ya sabemos que los políticos buscan siempre estar cerca de la gente famosa, no? De la gente importante de la gente influyente, no? Para poder hacer negocios con ella, no? Así que pues siento que es un poco contradictorio, no? El querer buscar la cercanía con el pueblo y a la misma hora hacer negociazos con la gente rica. Claro, podemos pensar que es un chiste, pero pues no lo vemos como real. Y tercero, pues siento que es un poco hipócrita porque pues no lo dicen directamente, pero pues quieren ganar votos, no? Siendo honestos, no? Simplemente diciendo que van a defender al pueblo,",-0.18635781,generada,-0.127977637
4,"yo lo veo como un chiste. yo lo veo como un chiste. porque primero, no lo van a entender, segundo, no lo voy a entender, tercero, no lo voy a entender. cuarto, no lo voy a entender. quinto, no lo voy a entender. sexto, no lo voy a entender. séptimo, no lo voy a entender. octavo, no lo voy a entender. noveno, no lo voy a entender. décimo, no lo voy a entender. once, no lo voy a entender. doce, no lo voy a entender. trece, no lo voy a entender. catorce, no lo voy a entender. quince, no lo voy a entender. dieciséis, no lo voy a entender. diecisiete, no lo voy a entender. dieciocho, no lo voy a entender. diecinueve, no lo voy a entender veinte, no",-0.07034313,generada,-0.127977637
4,"En realidad no lo conozco, no sé cuál haya sido su trayectoria política, pero lo único que recuerdo es que estuvo en el debate presidencial y dijo que primero el pueblo no los de arriba. Lo único que puedo decir es que es un hombre joven, que busca llegar a gobernar el estado de méxico. Eso es lo único que puedo decir sobre él. Nada más. Claro, puedes presentarlo de esa manera. Pero yo no lo conozco personalmente. De ninguna manera.",-0.09247698,generada,-0.127977637
4,"no lo vi malo ni bien, pero sí me parecía un poco extraño porque pues no sé si hubiera podido estar incluso en algunas elecciones anteriores y quizá no hubiera funcionado porque pues ya todos sabemos que somos como de arriba y de abajo y pues ya desde pequeños nosotros mismos decimos mira eres de arriba o eres de abajo y pues eso nos marca mucho nuestra vida social y laboral entonces pues sí, me",-0.086096615,generada,-0.127977637
4,yo creo que es un slogan muy positivo y muy realista porque exactamente como lo acabábamos de decir todos sabemos que nuestra economía y nuestro sistema económico depende principalmente de de los grandes empresarios y empresas y de los grupos de intereses que existen detrás de ellas y pues obviamente estos personajes van a estar en favor de esas corporaciones y no van a defender al pueblo porque el pueblo no aporta nada a,-0.072408676,generada,-0.127977637
4,yo creo que es como un parcialismo de la realidad social que vivimos hoy en día en méxico y que pues inclusive no sabemos que existen otros programas que podrían estar funcionando en algunas regiones del país y que pueden ser mejores alternativas que que este programa de morena que pues es un programa que no es completo y que pues no cumple con todos los aspectos que que necesitan las familias mexicanas sin,-0.097718775,generada,-0.127977637
4,"Yo siento que es como un buen intento, pero que no funciona. Porque primero, no es real que haya un pueblo mexicano, o sea, no existe un pueblo mexicano, no existe un pueblo chilango, no existe un pueblo colombiano, no existe un pueblo peruano, no existe un pueblo argentino, no existe un pueblo uruguayo, no existe un pueblo venezolano, no existe un pueblo boliviano, no existe un pueblo nicaragüense, no existe un pueblo centroamericano, no existe un pueblo sudamericano, no existe un pueblo asiático, no existe un pueblo europeo, no existe un pueblo africano, no existe un pueblo mundial. En realidad no existe un pueblo, no existe un pueblo mexicano, no existe un pueblo estadounidense, no existe un pueblo canadiense, no existe un pueblo australiano, no existe un pueblo neozelandés, no existe un pueblo japonés",-0.29248032,generada,-0.127977637
4,"este, pues, no sé, no me llama mucho la atención, no? Siento que es como que está tratando de estar como pegajosa como de que ella es la única persona que está defendiendo al pueblo de todos estos otros partidos que van atrás de él y de que él es el único que está defendiendo al pueblo y no me agrada que digan que somos del pueblo cuando ellos son los que mandan y los que tomarán decisiones importantes y no",-0.19212846,generada,-0.127977637
4,"yo creo que es un buen slogan, pero yo creo que debería cambiar un poco el estilo visual, porque pues no es lo mismo poner un hombre blanco con lentes oscuros y bigote a un hombre negro con lentes oscuros y bigote, no? Siento que es importante hacer notar la diversidad racial de nuestro país y incluso podrían utilizar algunas fotos de hombres y mujeres morenos sin bigotes y sin lentes oscuras para que se vea un poco más diversificada la persona que presenta el partido político y que se ve menos exclusiva y excluyente de alguna razona específica de nu",-0.07068283,generada,-0.127977637
4,"yo creo que sí podríamos estar de acuerdo con ella porque digamos que en algunas ocasiones sí es como que todos somos ajenos a estos problemas sociales que existen en nuestro país y pues sí, creemos que van a resolverse sin importarnos mucho o sin interesarnos mucho por ellas y pues sí, creo que podrían estar de acordes con ella porque sí existiría esa posibilidad de que pudieran trabajar por por el pueblo y no por",-0.10132874,generada,-0.127977637
4,"Yo siento que es un buen objetivo, pero no sé, no sé si llegue a cumplirse. Tal vez sí, pero yo siento que es un poco ambiciosa esa propuesta. De que primero el pueblo, no los de arriba. En cuanto a otros puntos, yo siento que no es necesario que haya tantos partidos políticos. Sería mejor que fueran pocos y que estuvieran enfocados a ciertos temas específicos. Claro, siempre habrá diferencias políticas, pero creo que debería estar enfocado a ciertas áreas específicas y no abarcarlo todo. En cuanto a la publicidad, yo siento que deberían enfocar más esfuerzo en dar conocer sobre quiénes son, cuáles son sus propuestas y cuál es su trayectoria. Ya basta de hacer publicidad solamente basada en imágenes bonitas y canciones pegajosas. Debería centrarse en hablar de nosotros mismos, de nuestras fortalezas y debilidades, y dejar que sean nuestros hechos",-0.08420018,generada,-0.127977637
4,"Lo primero que me viene a la cabeza es que es un slogan publicitario. Segundo, me pregunto cuál será el objetivo principal de esa publicidad, y tercero, no entiendo por qué se enfoca solamente en los de arriba, no? En cuanto a lo segundo, no sé cuál es el objetivo principal de esa publicidad, pero supongo que es hacer notar que él es diferente a los otros presidentes. Y sobre lo último, no sé por qué se enfoca únicamente en los de arriba, no? Supongo que es porque es un lema populista. Ya que habla de la gente pobre, no? De abajo, no? Supongamos que es un buen presidente, pero que no llega a toda la población, no? Se queda únicamente con los pobres. Y eso no significa que sea malo, pero sí es limitativo. Claro, puedes pensar que es un mal argumento, pero es",-0.16622224,generada,-0.127977637
4,yo diría que es un slogan muy agresivo porque pues obviamente todos somos humanos y algunas familias han vivido durante generaciones en puestos importantes y pues incluso podrían estar trabajando desde pequeñas en estos puestos sin saber que van a subir más alturas y pueden ser nuevas generaciones que puedan tomar otros puestos importantes y pues quizá alguna familia que haya trabajado en puesto importante durante generaciones pues pudiera ser,-0.072684355,generada,-0.127977637
4,yo diría que es positivo porque siento que es como una especie de revolución social en la sociedad mexicana de que todos somos iguales sin importarnos nuestra posición económica o social o educativa o cultural o religiosa o etnia o color de piel o lo que sea y que podemos estar juntos sin importarnos nada y que empezaremos desde cero y que nadie va a subestimarme por x razones o y que todos somos capaces de hacer,-0.07782097,generada,-0.127977637
4,"Lo primero que me viene a la cabeza es que es como un slogan muy populista. En cuanto a que busca convencer a la gente de que solamente ellos van a hacer cambios y que los otros no van a cambiar nada. Eso es lo primero que me viene a la cabeza. Y segundo, yo siento que es como una estrategia de marketing para atraer a la gente joven. Ya que justamente el objetivo principal de esa generación es luchar contra el sistema actual y buscar nuevas formas de gobernar. Entonces, este, pues yo siento que es como un intento de meterse en ese nicho de mercado. Y tercero, yo siento que es como un slogan que está vacío. Ya que no menciona ninguna propuesta concreta o plan específico sobre cómo van a lograr esos cambios. Simplemente dicen ""Primero el pueblo"", no los de arriba. Nada más. Y aparte, yo siento que es como un slogan que",-0.07432263,generada,-0.127977637
4,"yo lo veo como un chiste. o sea, yo lo veo como un chiste. porque pues justamente es un hombre blanco, no? y es como que le dicen no el pueblo no los de arriba. no? y yo lo veo como un chiste. no? porque es como que está diciendo que él no es de arriba, no? y pues si es un hombre blanco, no? y pues es como que está siendo sarcástico. no? porque pues no es de abajo. no? y pues es como que es un chiste, no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que es un chiste. no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que es un chiste. no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que",-0.17666833,generada,-0.127977637
4,"yo siento que es como una buena idea, pero que no se puede cumplir. En realidad, no? Ya que estamos hablando de un presidente, no? De un mandatario, no? Entonces no puedes estar pensando solamente en el pueblo, tienes que pensar en toda la nación. Y aparte de eso, este, pues no es real, no? Porque yo siento que siempre van a buscar primero beneficiar a la familia. No? Siempre vas a encontrar beneficios para tus hijos, no? Y pues yo siento que es como un sueño bonito, pero que no se va a hacer realidad. Lo único que va a pasar es que va a quedar como un recuerdo de que hubo un presidente que decía que iba a trabajar por el pueblo y no por los de arriba, pero que no cumplió. Nada más. Claro, podríamos decir que fue honesto, pero que no pudo cumplir. Eso es lo",-0.24488103,generada,-0.127977637
4,"yo lo veo como una estrategia publicitaria de marketing. De que quieren llegar a todas las clases sociales, no solamente a la clase alta, sino también a la clase media baja y a la clase baja. Lo veo como una estrategia publicitaria de marketing, pero no necesariamente como un programa social. En cuanto a la propuesta, pues no conozco ninguna propuesta específica, pero supongo que será similar a otros programas sociales que tienen otros países. Supongo que será algún plan económico, financiero, educativo, sanitario, cultural, etc., pero no conozco ninguna propuesta específica. Claro, podemos hablar sobre ello, pero no conozco ninguna propuesta específica. Eso es lo único que puedo decir acerca de esa propuesta. Bueno, espero que haya sido útil. Nos vemos.",-0.105422296,generada,-0.127977637
4,"yo lo veo como un chiste, no no lo veo como algo serio. no lo veo como algo que pueda funcionar. no lo veo como algo que esté haciendo impacto en la sociedad mexicana. no lo veo como algo que tenga potencial. no lo veo como algo que vaya a ganar unas próximas elecciones. no lo veo como algo que vaya a cambiar nuestra realidad social. no lo veo como algo que vaya a mejorar nuestro entorno social. no lo veo como algo que vaya a beneficiar a la ciudadanía. no lo veo como algo que vaya a hacer justicia en méxico. no lo veo como algo que vaya a cumplir promesas electorales. no lo veo como algo que vaya a garantizar bienestar económico en méxico. no lo veo como algo que vaya a generar empleos en méxico. no lo veo como algo que vaya a bajar precios en méxico. no lo veo como algo que vaya a aumentar salarios mínimos",-0.20272957,generada,-0.127977637
